Transaction_Amount,Transaction_Hour,Transaction_Frequency,Account_Age_Days,International_Transaction,New_Device,Failed_Attempts,Distance_From_Home,Online_Transaction,Fraud
4.93,12,2,1330,0,0,0,4.39,1,0
81.37,3,7,53,0,0,3,15.36,0,0
103.21,8,8,606,0,0,2,35.3,0,0
99.91,9,3,31,0,0,0,29.87,1,0
229.47,8,7,235,0,1,0,14.15,0,0
22.85,6,4,558,0,0,1,38.89,1,0
131.66,14,5,383,0,0,1,31.27,0,0
219.75,7,10,1037,0,0,0,12.13,1,0
11.26,18,6,2081,0,0,2,56.47,1,0
91.8,10,6,1995,1,1,0,3.83,0,0
40.28,4,2,1736,0,0,2,11.1,1,0
61.47,1,4,842,0,0,1,29.92,1,0
94.41,9,9,1814,0,1,0,51.58,1,0
40.97,15,6,381,0,1,2,9.74,1,1
33.93,22,2,1626,0,0,0,20.6,1,0
69.0,12,5,1398,0,0,0,0.3,0,0
22.48,7,6,922,0,1,1,11.58,1,0
22.51,8,4,1102,1,0,1,10.05,1,0
131.55,10,8,1346,0,0,0,46.2,1,0
21.14,10,5,1105,0,0,1,1.92,1,0
129.84,22,2,1279,0,0,3,1.6,0,0
105.91,15,3,767,0,1,1,14.62,1,0
11.87,9,7,1798,0,0,2,13.08,1,0
33.87,23,4,1106,0,0,1,4.41,1,0
220.11,11,5,1897,0,0,0,7.64,1,0
25.0,5,6,2097,0,1,0,91.43,1,0
41.91,11,11,575,0,0,0,18.0,1,0
105.85,9,7,311,0,0,3,2.3,1,0
145.97,17,7,1734,0,0,0,1.28,0,0
51.86,17,8,943,0,0,0,1.07,1,0
36.69,3,5,564,1,0,3,12.32,1,1
276.54,8,11,13,0,1,2,50.18,1,1
379.52,6,7,1294,1,0,0,44.73,1,0
177.48,17,3,890,1,1,1,11.47,1,1
72.63,7,6,419,0,0,1,37.23,1,0
29.72,10,3,1780,0,0,0,34.88,1,0
29.07,6,4,2322,0,0,2,16.49,0,0
112.45,8,5,2072,0,1,2,12.95,1,0
101.33,7,11,97,0,0,1,4.98,1,0
270.86,2,5,2017,0,0,2,8.17,1,0
127.8,16,3,108,0,0,3,10.34,1,0
14.83,1,5,1017,0,0,0,41.88,0,0
190.94,14,7,1650,0,0,0,20.13,1,0
24.58,13,9,226,1,0,1,5.61,1,0
45.42,17,11,2467,0,0,2,2.52,0,0
85.64,15,5,200,1,0,0,17.16,1,0
490.62,19,7,1248,0,0,0,27.44,0,0
1495.06,21,3,1743,0,0,0,42.72,1,0
122.33,3,5,626,0,0,1,39.9,0,0
55.52,19,3,1215,0,0,3,43.45,1,0
113.81,5,7,2287,1,0,1,14.85,0,0
162.01,5,7,539,0,1,3,50.18,1,0
48.39,10,6,80,0,0,0,14.7,0,0
401.5,16,7,1248,0,0,2,4.6,1,0
83.94,23,4,2174,0,1,1,12.66,0,0
109.7,2,3,109,1,1,1,10.39,1,1
129.79,12,6,609,0,0,0,12.45,0,0
101.66,21,1,869,0,1,0,26.87,1,0
154.31,2,2,1698,0,0,0,26.74,1,0
35.97,15,5,2352,0,1,1,6.37,0,0
38.16,14,6,1014,0,0,2,9.49,1,0
22.19,10,4,1756,0,0,0,22.62,0,0
103.49,17,4,2114,0,1,2,2.2,0,0
145.32,14,9,2250,0,0,0,29.17,1,0
105.4,4,9,1003,0,0,1,4.93,1,0
355.84,15,2,1186,0,0,1,47.55,1,0
66.31,15,6,1056,0,0,1,12.84,1,0
130.16,16,8,39,0,0,0,6.24,1,0
22.38,8,7,1734,0,0,0,27.55,1,0
45.28,22,6,2367,0,0,1,20.19,1,0
133.69,2,5,1654,0,0,0,4.72,0,0
155.88,19,4,1386,0,0,1,43.88,1,0
49.7,12,7,581,0,0,0,15.1,0,0
62.08,21,8,75,0,0,0,4.13,1,0
14.62,2,3,2223,0,0,1,39.76,1,0
46.66,6,2,1525,0,1,1,3.58,1,0
162.45,5,3,573,0,0,0,86.08,1,0
118.53,8,6,189,0,0,0,14.58,0,0
110.02,11,8,735,0,0,1,32.57,1,0
70.09,14,8,786,1,1,2,15.04,1,1
67.16,20,5,1050,1,0,1,5.19,1,0
34.46,19,4,2183,0,0,0,35.48,0,0
134.13,2,4,91,0,1,0,8.54,1,0
101.59,9,3,1649,0,0,1,28.68,0,0
109.07,0,6,1215,0,1,1,7.44,1,1
39.41,18,10,2495,0,0,1,6.9,1,0
7.74,18,10,977,0,0,0,15.29,1,0
199.77,22,4,1723,0,0,1,42.35,0,0
41.31,22,4,1686,0,0,0,23.77,0,0
28.14,12,5,1194,0,0,1,1.67,1,0
133.42,11,3,1944,0,0,1,33.09,0,0
45.06,0,5,2056,0,0,0,21.67,1,0
192.47,18,6,566,1,1,0,24.43,1,0
123.59,23,4,1220,0,1,1,10.91,0,0
132.1,15,4,1500,0,0,0,20.31,0,0
17.01,22,5,2298,0,0,1,11.63,1,0
224.07,22,4,1770,1,0,2,2.13,0,0
86.6,14,4,2391,0,0,1,46.52,1,0
46.1,15,5,57,0,0,0,28.33,0,0
76.97,10,4,472,0,0,0,27.75,1,0
11.29,23,2,1107,0,0,0,5.38,1,0
100.35,5,4,2374,1,0,0,27.24,0,0
23.82,10,2,2059,0,0,1,6.6,0,0
17.24,2,5,2429,0,0,0,29.08,1,0
14.55,14,10,1803,0,1,0,10.14,0,0
202.89,0,1,1877,0,0,0,4.28,1,0
35.54,6,4,1043,0,0,0,59.18,1,0
309.12,0,2,597,0,0,2,2.76,0,0
39.02,16,4,432,0,0,1,35.86,0,0
12.09,8,2,1666,0,0,1,2.68,0,0
21.83,22,3,485,0,0,0,28.86,0,0
229.48,12,8,254,0,0,3,2.92,1,0
57.06,10,5,497,0,0,0,17.77,1,0
38.54,19,2,1845,0,0,1,5.21,0,0
78.26,5,4,1835,0,0,0,50.36,1,0
110.14,0,3,1106,0,1,2,12.83,0,0
203.85,6,7,762,1,0,1,0.39,0,0
283.87,11,10,1907,0,0,0,24.73,0,0
46.54,21,7,937,0,0,3,14.73,1,0
17.71,19,6,1038,0,0,2,49.11,1,0
44.1,22,1,1495,0,0,0,14.19,1,0
86.51,18,4,1399,1,0,1,13.24,0,1
25.44,16,4,2274,1,0,0,15.13,0,0
25.61,3,8,1247,0,1,1,49.13,1,0
94.05,2,8,968,0,0,0,22.1,1,0
63.52,0,4,1358,0,0,1,27.67,1,0
68.91,17,3,2367,1,0,3,31.86,1,0
31.23,20,6,2095,0,0,0,69.32,0,0
52.96,14,2,914,0,0,2,45.43,1,0
26.46,7,2,1094,0,1,0,65.53,1,0
162.42,0,4,1128,0,0,1,10.51,1,0
187.78,19,4,2290,1,0,0,6.05,1,0
10.53,13,9,1822,0,0,2,5.68,0,0
26.32,3,5,1581,0,0,0,48.76,1,0
14.93,4,7,522,0,0,2,44.39,1,0
34.81,22,5,2207,0,1,0,26.27,1,0
61.35,12,2,2272,1,1,1,1.63,1,1
15.65,23,7,2456,0,0,1,9.57,1,0
26.53,14,3,1591,0,0,1,33.13,0,0
24.44,5,9,1610,0,0,0,7.14,1,0
82.04,0,6,1969,0,1,1,24.46,1,0
71.47,22,4,2246,0,1,1,19.56,1,1
32.4,18,5,1696,0,0,2,7.62,0,0
79.58,12,3,669,0,0,0,68.08,1,0
38.6,5,3,37,0,0,1,7.42,1,0
50.82,14,6,2011,0,0,3,56.3,1,1
355.47,15,2,144,0,0,0,19.46,0,0
254.8,23,7,1799,0,0,1,2.41,0,0
18.18,22,9,314,0,0,0,44.84,1,0
152.89,15,4,733,0,0,3,39.19,0,0
150.11,9,5,2448,1,0,1,44.44,1,0
21.15,21,1,901,1,0,1,25.41,1,0
151.23,8,8,2280,0,0,0,31.09,0,0
310.42,8,2,2037,1,1,3,59.39,1,1
21.7,16,5,837,0,0,2,3.42,1,0
26.64,16,5,2323,0,0,0,2.17,0,0
184.5,16,5,1353,0,0,0,3.34,1,0
87.49,23,12,2310,0,1,1,51.02,1,0
115.76,11,2,208,1,0,1,20.69,0,0
93.75,12,2,416,0,0,2,4.84,1,0
98.56,11,6,1471,0,1,0,3.82,1,0
17.7,13,7,1784,0,1,2,14.74,1,0
190.06,9,4,1490,0,0,0,42.28,1,0
214.77,22,4,1510,0,0,1,40.89,1,0
53.02,18,6,1380,0,1,1,47.64,1,0
63.85,1,5,495,0,1,2,36.63,1,0
14.42,3,6,372,0,0,1,1.59,0,0
111.53,18,4,221,0,0,3,31.84,1,0
118.16,6,6,710,0,0,1,18.3,1,0
62.67,14,7,925,0,0,0,32.4,1,0
205.28,14,4,1470,0,0,0,16.55,0,0
47.75,23,3,152,0,0,2,16.52,0,0
117.28,5,5,1103,0,1,2,3.37,1,0
24.05,2,4,1881,0,0,3,58.91,1,0
65.13,5,4,967,1,1,0,11.73,1,0
56.02,15,7,1743,0,1,2,21.83,1,0
83.54,1,9,1561,0,1,1,5.8,0,0
46.08,6,0,1343,0,0,2,11.51,1,0
58.47,10,2,874,1,0,2,51.12,1,1
152.33,6,4,1296,0,0,1,5.88,1,0
43.09,3,4,69,0,1,1,5.77,1,0
13.38,23,3,531,0,0,2,7.54,0,0
383.59,19,2,318,0,0,3,21.37,1,1
265.46,6,8,1553,0,0,2,18.39,1,0
18.32,3,8,1415,0,0,1,4.82,1,0
132.91,11,3,2398,1,1,0,29.44,1,1
40.33,4,5,1635,0,0,2,59.52,1,1
86.79,22,6,1582,0,0,0,5.54,0,0
89.5,18,4,2011,0,0,0,27.94,0,0
52.75,4,4,909,0,1,0,22.07,0,0
30.45,18,4,1117,0,0,1,9.97,1,0
33.43,20,6,771,0,1,1,24.05,0,0
26.68,2,6,249,0,0,0,5.89,1,0
29.03,10,5,234,0,0,0,44.89,1,0
62.35,6,2,288,0,0,1,0.56,1,0
32.6,16,1,1426,1,0,0,20.93,0,0
131.9,8,5,1711,0,0,2,9.6,1,0
295.08,20,2,2486,0,0,2,53.29,1,0
37.34,8,7,411,0,0,1,17.3,0,0
84.72,9,7,2103,0,0,3,40.55,0,0
109.91,12,3,1817,0,0,0,64.37,0,0
106.91,14,10,1399,1,0,2,10.17,1,0
71.95,21,8,1206,1,0,1,53.08,1,1
140.15,4,6,313,0,0,2,32.39,1,1
108.01,2,2,2209,0,0,0,2.86,1,0
19.34,7,5,2408,1,0,1,2.74,1,0
159.04,19,9,714,0,0,1,42.5,1,0
161.95,9,5,101,0,0,0,15.79,0,0
31.08,12,6,2163,0,0,1,17.09,1,0
69.26,2,11,1136,1,0,2,55.47,1,1
132.07,21,3,2189,0,1,0,58.53,1,0
54.09,7,7,1322,0,1,1,2.99,1,0
195.0,8,6,467,0,0,1,11.7,1,0
709.01,21,11,908,0,0,0,56.4,1,0
30.39,20,5,1846,0,0,0,42.85,1,0
16.76,11,8,258,0,0,2,31.91,0,0
90.36,10,4,2249,0,0,1,2.69,0,0
137.22,1,6,177,0,0,1,24.27,0,0
52.94,17,3,1607,0,0,1,21.8,1,0
285.22,8,6,2228,0,0,0,4.57,1,0
17.49,1,8,1249,0,0,2,37.16,0,1
133.34,1,2,1542,0,1,2,9.35,1,1
36.38,2,4,1207,0,0,5,24.23,1,1
372.18,15,3,2001,0,0,1,11.23,0,0
489.07,18,4,417,0,0,0,2.2,1,0
30.98,3,8,510,0,0,1,18.6,1,0
38.49,22,8,1171,0,0,2,9.16,0,0
157.53,17,1,108,0,0,0,1.85,1,0
45.28,19,4,2304,0,0,3,5.53,0,0
63.73,17,7,722,1,0,0,24.11,0,0
68.4,9,6,116,1,0,1,2.67,0,0
9.78,10,9,1081,1,1,1,2.29,0,1
65.77,16,7,55,0,0,0,72.07,0,0
33.46,23,10,2453,1,0,0,2.84,1,0
40.73,22,6,1180,0,0,2,11.79,1,0
282.49,23,12,1613,0,0,0,3.58,0,0
18.98,19,8,959,0,0,2,70.03,1,0
150.39,15,3,1151,0,0,1,16.4,1,0
50.45,19,3,2294,0,0,0,2.94,0,0
50.41,12,8,638,0,0,2,36.61,0,0
146.99,1,2,2227,0,0,1,37.94,1,0
93.7,23,4,1741,0,0,2,57.87,1,0
117.99,1,4,2449,0,0,2,30.58,1,0
175.6,13,5,510,0,0,0,1.41,1,0
47.88,3,6,1827,0,0,1,19.98,1,0
36.15,16,4,2231,0,0,3,12.11,1,0
22.53,12,7,602,0,0,0,34.52,0,0
29.21,3,7,181,0,0,3,22.35,1,0
1272.95,2,6,967,0,1,2,32.29,1,1
231.52,11,3,818,0,1,0,4.97,0,0
17.27,21,6,632,0,1,0,14.37,0,0
17.77,22,4,728,0,0,2,14.15,1,0
107.97,7,5,2395,1,0,1,99.05,1,0
115.27,1,4,1444,0,0,0,0.48,0,0
115.46,5,5,1550,0,0,0,42.33,1,0
51.68,21,6,1446,0,0,1,2.55,0,0
58.82,9,3,387,0,0,4,2.09,1,0
92.56,11,5,1442,0,0,0,9.94,1,0
72.67,20,3,1784,1,0,0,30.16,0,0
7.25,9,2,427,0,0,2,28.36,1,0
53.0,9,5,2388,0,0,0,24.71,1,0
28.46,22,8,992,0,0,2,37.24,0,0
79.46,2,4,2337,0,0,2,6.61,0,0
1319.83,19,4,1148,0,0,1,25.12,1,1
96.3,9,6,1243,0,0,1,25.41,1,0
48.74,8,0,456,0,0,1,26.56,0,0
167.64,19,4,840,0,0,3,22.56,1,0
108.06,18,3,1427,0,0,5,6.26,0,0
101.5,13,4,1214,0,1,0,61.42,0,0
122.35,1,4,202,1,0,1,93.25,1,1
521.41,4,7,1289,1,1,0,29.21,1,0
21.52,19,6,1978,0,1,0,14.68,1,0
107.09,7,6,2481,0,0,2,19.26,0,0
26.41,6,4,715,0,0,0,2.87,1,0
116.22,5,5,1669,0,1,0,11.29,0,0
26.61,10,4,2148,0,0,0,93.38,1,0
43.93,11,10,657,0,1,3,19.84,1,0
49.65,17,5,804,0,0,1,20.56,1,1
176.94,18,6,750,0,0,1,76.97,1,0
167.08,9,11,2202,0,1,2,54.37,1,1
19.19,20,2,251,0,0,3,21.02,1,0
70.45,13,2,1519,0,0,0,7.83,1,0
32.8,2,3,1064,1,0,0,3.11,1,0
18.94,17,6,782,0,1,1,49.81,1,0
53.68,23,6,1093,0,0,1,63.17,0,0
48.99,14,4,110,1,0,1,17.04,0,0
755.0,5,3,1788,0,0,0,2.48,1,0
102.82,9,8,2029,0,0,0,23.3,1,0
16.82,11,3,598,0,0,0,11.45,1,0
37.91,6,6,282,0,0,0,4.3,1,0
185.19,16,5,2044,0,0,0,62.88,0,0
538.31,0,3,1511,0,1,1,6.84,1,0
13.65,17,5,2115,0,0,0,31.05,0,0
10.18,14,5,992,0,0,1,14.03,1,0
433.1,18,3,396,0,1,3,44.0,1,1
98.46,0,3,1641,0,0,0,30.17,1,0
27.99,4,5,54,0,0,1,3.29,0,0
113.82,14,6,2348,1,1,1,14.93,1,1
4.78,2,5,1291,0,0,2,7.52,1,0
66.91,0,4,824,0,0,1,31.26,0,0
92.56,7,3,1279,0,1,1,19.67,0,0
168.05,11,6,249,0,0,1,10.39,1,0
24.19,21,4,1161,1,1,2,9.99,0,1
72.65,18,8,1747,0,0,2,3.04,1,0
26.43,11,5,285,0,0,0,6.01,1,0
86.09,12,8,2475,0,0,1,31.25,0,0
27.24,0,3,2264,0,0,0,23.53,0,0
44.34,18,6,1585,0,0,2,10.99,1,0
24.64,5,5,2422,0,0,1,45.21,0,0
127.89,7,4,842,1,0,0,16.56,0,0
157.35,3,6,1379,0,0,3,39.55,0,0
52.74,4,4,577,0,0,0,37.99,1,0
69.29,21,4,169,0,0,0,47.1,1,0
15.66,6,4,1867,0,0,1,47.39,1,0
49.42,22,3,105,0,0,1,28.41,1,0
63.42,3,6,2482,0,0,2,34.6,1,0
916.71,19,6,608,0,0,1,37.5,1,0
21.93,3,4,1340,0,0,0,4.63,1,0
288.35,14,7,2325,0,0,1,8.93,1,0
180.7,20,5,53,0,0,1,2.75,1,0
88.29,4,7,1021,0,0,1,5.25,1,0
387.08,23,1,1756,0,1,1,37.66,1,0
96.75,8,6,1891,0,0,0,73.49,1,0
98.41,1,6,2066,0,0,0,27.99,1,0
63.24,6,6,1958,0,0,2,54.3,1,0
226.69,16,4,1893,0,0,0,9.57,1,0
199.63,15,7,390,0,0,1,46.74,0,0
35.67,16,7,1865,0,1,1,10.34,1,0
17.83,19,4,1676,0,0,1,56.15,1,0
54.44,22,6,2172,0,0,0,39.99,0,0
29.96,1,3,1668,0,0,0,102.76,1,0
62.58,10,3,397,0,0,2,43.9,1,0
229.85,1,9,2496,0,0,1,12.7,0,0
42.21,0,6,919,1,0,0,2.92,0,0
63.89,1,4,1957,0,1,2,51.84,1,0
70.67,22,1,1352,1,0,2,21.17,0,0
155.78,8,10,885,1,1,0,48.82,1,1
7.05,21,1,37,0,0,0,12.24,0,0
36.35,1,4,645,0,0,2,0.73,1,0
82.38,14,5,2025,0,1,1,1.35,1,0
221.42,9,6,1431,0,0,2,27.75,1,0
40.78,14,2,2134,0,0,1,3.04,1,0
10.21,9,2,596,0,0,2,34.21,0,0
123.93,22,2,1219,0,0,0,13.59,1,0
35.33,16,9,243,0,0,2,20.7,0,0
20.29,8,6,1987,0,0,1,40.39,1,0
35.72,17,5,338,0,0,0,7.29,0,0
55.45,3,5,2405,1,1,1,13.31,1,0
36.42,8,4,1292,0,0,0,32.69,1,0
7.35,15,7,2043,0,0,1,62.66,0,0
163.54,3,7,2476,0,0,1,8.57,1,0
238.62,15,5,400,0,1,2,24.37,1,0
127.93,18,6,1895,1,0,1,75.51,1,0
21.38,0,10,1953,0,0,2,26.16,1,0
54.52,22,2,2046,0,1,2,55.82,0,1
66.25,5,3,1960,0,0,0,70.22,1,0
121.36,9,7,1881,0,0,0,66.25,1,0
130.1,15,10,2172,0,0,1,35.52,1,0
32.0,3,6,13,1,0,0,20.08,1,0
72.38,21,1,1161,0,0,2,2.54,1,0
105.35,21,5,18,0,1,2,6.3,1,1
285.95,12,7,2175,0,0,2,7.39,1,0
134.9,15,1,1684,1,0,0,0.85,1,0
146.8,19,8,941,0,0,0,2.69,1,0
72.52,5,7,134,0,0,0,8.73,1,0
273.27,10,6,2280,0,0,0,2.38,1,0
100.46,23,4,2385,1,1,1,4.64,1,0
28.19,2,5,1026,0,1,0,1.4,1,0
271.34,19,3,268,0,0,2,13.47,1,0
134.01,9,3,2124,0,0,2,43.05,1,0
42.82,0,2,981,0,0,2,41.82,1,0
41.29,19,3,1559,0,1,0,58.82,1,0
89.71,10,6,288,0,0,0,34.22,1,0
105.97,11,5,1156,0,0,0,7.01,0,0
81.23,13,3,598,1,0,2,30.3,1,0
91.04,7,3,2329,1,1,1,35.04,1,0
365.02,10,6,511,0,0,0,19.58,1,0
194.72,3,3,902,1,0,0,41.13,1,0
80.69,6,4,227,0,0,0,1.85,1,0
170.94,9,4,2216,0,0,0,22.58,0,0
23.75,18,5,369,0,0,1,16.34,1,0
99.28,3,7,1498,0,0,1,40.9,1,0
407.2,1,11,1674,1,0,2,3.42,1,0
53.62,20,10,300,1,0,1,5.98,1,0
28.57,17,1,2093,0,0,0,20.45,0,0
34.74,13,5,869,0,1,0,73.53,1,1
22.43,15,2,2123,0,1,1,2.17,0,0
30.42,21,2,2214,1,0,0,34.0,1,0
46.04,10,1,1588,0,0,2,5.75,0,0
16.35,9,5,2178,0,0,2,2.79,1,0
67.74,16,3,2249,0,0,1,12.55,1,0
164.4,13,3,1387,1,0,1,21.87,1,0
26.9,21,5,1576,0,0,0,43.86,0,0
304.69,3,4,2414,0,0,2,25.18,1,0
111.14,18,5,540,0,0,5,16.92,0,0
186.9,1,6,489,0,0,3,8.41,1,0
34.54,6,4,806,0,0,1,8.65,0,0
156.73,8,3,1106,0,0,0,36.8,1,0
22.38,18,7,1109,0,1,2,3.03,1,0
162.43,15,2,2245,0,0,2,3.96,1,0
79.19,21,7,2024,0,0,1,31.8,1,0
115.96,15,6,1371,0,0,1,81.13,0,0
20.58,17,6,485,0,1,1,3.2,0,0
27.25,22,2,926,0,0,0,23.5,0,0
121.17,20,1,658,0,1,0,6.83,1,0
25.83,20,4,2219,0,1,1,0.65,0,0
105.98,10,8,811,0,0,1,44.63,1,0
16.99,6,5,2104,0,1,2,17.76,1,0
155.74,8,8,2081,0,0,1,0.6,1,0
19.44,3,6,1369,0,1,1,56.45,1,1
115.85,12,2,1317,0,0,1,19.18,0,0
124.67,3,2,2231,0,0,1,33.4,0,0
33.22,18,6,888,0,0,1,13.77,1,0
119.35,1,2,2028,1,0,0,5.11,1,0
86.53,8,6,239,0,1,2,15.66,1,0
38.91,11,3,712,0,1,0,8.48,1,0
24.32,1,2,127,0,1,2,8.8,1,1
9.37,5,7,2110,0,0,2,25.81,0,0
94.6,4,3,957,1,0,3,2.47,0,1
13.95,4,6,581,0,0,0,12.65,1,0
73.36,19,5,1970,0,0,2,19.78,0,0
51.24,21,7,532,0,0,2,30.93,0,0
131.52,4,4,781,1,0,2,25.05,1,0
49.3,3,9,122,0,0,0,54.34,1,0
47.97,8,4,1297,0,0,1,121.94,1,0
138.64,21,7,1377,0,0,1,69.28,0,1
93.23,9,3,108,0,0,0,36.11,0,0
91.48,15,4,1056,0,0,1,28.96,0,0
106.62,9,0,248,0,1,1,0.9,0,0
14.36,9,7,1296,0,0,3,19.06,0,0
142.14,18,2,1358,0,0,2,27.25,0,0
123.03,9,7,396,0,0,0,13.32,0,0
24.13,5,9,615,0,0,2,12.15,1,0
52.24,16,6,2179,1,1,0,19.55,1,1
64.12,4,6,1333,0,0,0,59.28,0,0
58.29,5,5,572,0,1,2,7.56,0,0
93.12,23,3,2374,1,0,1,12.73,0,0
279.04,14,7,1852,0,0,1,26.47,0,0
196.72,18,5,29,0,1,2,5.15,1,1
17.95,17,4,551,0,0,0,45.03,1,0
124.22,3,6,1333,1,0,0,27.42,1,0
251.88,7,2,1775,0,1,1,10.86,1,0
98.18,15,6,2462,0,0,1,32.02,1,0
198.54,23,4,2169,0,0,0,8.19,0,0
498.83,18,3,1324,0,1,2,37.23,0,0
185.62,19,4,1955,0,0,0,1.83,1,0
85.57,2,5,2436,0,0,2,13.91,1,0
189.63,9,4,949,0,1,1,7.58,0,1
77.08,1,8,247,0,0,0,42.42,1,0
68.3,3,6,653,0,0,1,34.93,1,0
46.93,5,6,2387,0,1,2,46.11,1,0
318.43,10,4,194,0,1,3,26.36,1,1
29.42,13,2,1840,1,0,0,39.66,1,0
308.7,15,6,1795,0,1,2,14.44,0,0
109.93,20,3,1458,0,0,1,28.33,0,0
16.46,18,2,491,0,0,1,0.79,1,0
96.32,1,7,1391,0,1,1,53.16,1,0
8.17,16,6,371,1,0,0,28.86,1,0
124.65,8,5,1069,0,0,3,50.27,1,1
161.62,16,5,525,0,0,0,36.84,1,0
36.88,14,3,1779,0,0,0,8.44,1,0
75.46,6,10,339,0,0,1,7.97,1,0
470.67,21,6,2326,1,1,1,40.19,1,1
40.22,22,5,1552,0,1,1,5.11,0,0
23.13,18,2,964,0,0,3,2.93,1,0
293.44,2,3,2435,0,0,4,0.38,1,0
474.65,0,7,302,0,0,2,8.86,1,0
66.93,3,7,1944,0,1,1,2.61,0,0
183.36,17,1,1319,0,0,1,40.45,1,0
255.05,7,4,369,0,0,1,16.57,1,0
31.74,18,4,1619,0,1,0,7.28,0,0
41.05,22,7,1370,0,1,2,23.04,1,0
228.35,22,4,633,1,0,1,1.82,1,0
359.61,5,4,1575,0,0,3,32.38,0,0
117.08,0,5,1930,0,0,1,17.4,1,0
27.67,7,3,1521,0,0,1,0.16,1,0
486.41,0,8,2401,1,0,1,9.61,1,0
39.21,18,5,1263,1,0,1,34.68,0,0
47.7,10,7,627,0,0,1,5.21,0,0
93.91,20,7,1833,0,0,0,81.67,0,0
315.5,23,2,584,0,0,2,56.74,1,1
156.64,14,2,2011,0,1,0,37.65,0,0
100.97,22,8,406,0,0,1,2.05,1,0
105.98,10,3,2478,0,1,1,10.92,1,0
69.65,18,5,1589,1,1,1,8.85,1,1
116.53,20,5,411,0,0,0,3.7,0,0
5.31,9,2,1521,0,1,1,196.81,1,1
49.57,23,4,2103,0,0,0,3.98,0,0
84.89,11,8,696,0,1,2,9.47,1,0
21.09,0,14,163,0,0,1,53.04,1,0
98.13,23,5,270,0,0,0,3.9,0,0
54.35,6,7,2344,0,0,1,15.85,1,0
385.86,16,4,2042,0,0,1,92.92,0,0
321.51,9,3,1786,0,0,1,7.1,0,0
41.85,5,8,1364,1,1,2,30.36,1,1
57.35,16,6,648,0,0,0,2.09,1,0
61.93,17,4,1302,0,0,0,22.96,0,0
42.45,4,5,166,0,1,3,10.35,0,0
81.05,17,4,623,0,0,1,30.06,0,0
31.24,16,2,2486,0,0,1,14.18,0,0
21.53,21,7,1918,0,0,0,8.88,1,0
124.3,15,9,991,0,0,0,19.74,1,0
125.15,7,7,1285,0,1,0,3.76,1,1
29.84,23,6,276,0,0,0,42.11,1,0
163.26,12,5,68,0,0,0,34.73,1,0
35.46,23,0,626,0,0,0,19.68,0,0
85.9,15,3,1814,0,1,1,11.43,1,0
151.46,10,4,1592,1,0,2,61.69,1,1
64.48,5,6,2228,0,0,0,25.16,0,0
105.08,2,5,1697,0,1,0,8.38,1,0
39.79,0,6,1721,0,1,1,41.09,1,1
54.79,17,9,1352,0,0,1,25.2,1,0
54.28,4,4,666,0,0,0,3.4,0,0
31.61,12,2,846,0,0,1,3.03,0,0
55.88,9,7,1033,0,0,0,69.56,1,1
14.17,4,8,743,0,0,0,8.49,1,0
40.81,13,7,407,1,0,2,27.23,1,0
50.16,16,5,978,0,0,1,0.93,1,0
51.62,0,4,471,0,1,0,20.33,1,0
52.38,1,4,147,0,0,1,6.57,1,0
62.69,6,4,771,0,0,0,3.76,1,0
107.71,9,3,2207,0,0,2,37.13,1,0
159.89,19,2,872,1,0,2,41.46,1,0
34.82,6,8,790,0,0,0,31.4,1,0
20.02,23,2,602,0,0,0,0.28,0,0
23.52,15,3,1610,0,0,0,8.38,1,0
40.97,4,10,2357,1,0,2,11.19,0,0
46.9,11,3,1456,0,1,0,29.35,0,0
30.88,16,3,1452,0,0,1,35.22,1,0
18.24,15,7,1346,0,0,0,24.71,1,0
42.26,19,3,1311,0,1,2,38.91,1,0
79.95,15,7,811,0,0,1,13.93,1,0
120.91,18,6,2367,0,0,1,19.51,1,0
38.19,14,4,583,0,0,1,1.66,1,0
44.12,11,5,605,1,1,1,13.93,0,1
26.4,20,4,2057,0,0,2,14.17,1,0
64.62,9,4,36,0,0,2,23.64,0,0
28.55,21,5,2438,0,0,0,11.87,0,0
118.29,1,5,1353,0,0,2,6.81,1,0
11.18,6,4,140,0,0,2,6.78,1,0
46.54,12,8,1556,0,0,2,3.59,0,0
90.12,2,5,2342,0,1,0,30.18,1,0
80.14,14,9,1230,1,0,2,24.36,0,0
985.39,0,3,746,1,0,1,21.64,1,1
94.61,2,2,1308,0,0,1,18.93,0,0
24.43,9,6,1101,0,0,1,11.45,0,0
60.61,14,5,242,1,0,0,36.6,1,0
11.29,21,8,231,0,0,0,63.78,0,0
61.52,5,4,462,0,1,3,14.49,1,0
28.99,19,8,1669,0,0,0,13.15,1,0
166.57,14,7,313,1,1,1,4.44,0,0
38.49,23,3,945,0,0,0,27.77,0,0
59.34,20,6,1647,0,0,1,20.42,1,0
35.32,6,8,1353,0,1,0,110.57,0,1
379.5,20,7,2321,0,1,1,21.95,1,1
48.36,4,1,374,0,1,3,8.51,1,1
416.78,3,5,1422,0,0,0,20.69,1,0
150.53,21,5,1260,1,0,1,104.49,0,0
107.99,17,2,465,1,1,1,32.12,1,1
96.42,2,8,1773,1,0,1,3.44,1,0
98.87,16,5,1338,0,0,1,10.51,0,0
9.7,17,2,337,0,1,1,8.87,1,0
50.46,17,3,828,0,0,0,48.59,1,0
155.27,23,6,1975,1,0,0,23.61,1,0
63.5,23,8,745,0,0,3,41.53,1,0
